n,t,v,q,pwm,fa
106,2.12,"[-0.674, -7.88e-17, -1.58]","[0.951, 1.03e-17, -0.308, -4.91e-17]","[1.53e+03, 1.53e+03, 1.53e+03, 1.53e+03]","[0.383, -2.58e-16, 1.97]"
107,2.14,"[-0.559, -9.21e-17, -1.55]","[0.95, 1.23e-17, -0.312, -4.86e-17]","[1.56e+03, 1.56e+03, 1.56e+03, 1.56e+03]","[-0.00579, -3.03e-16, 1.2]"
108,2.16,"[-0.441, -1.05e-16, -1.52]","[0.949, 1.45e-17, -0.315, -4.81e-17]","[1.55e+03, 1.55e+03, 1.55e+03, 1.55e+03]","[0.041, -3.16e-16, 1.25]"
109,2.18,"[-0.322, -1.17e-16, -1.49]","[0.948, 1.67e-17, -0.318, -4.76e-17]","[1.53e+03, 1.54e+03, 1.53e+03, 1.54e+03]","[0.286, -3.29e-16, 1.33]"
110,2.2,"[-0.202, -1.28e-16, -1.46]","[0.947, 1.9e-17, -0.32, -4.71e-17]","[1.54e+03, 1.55e+03, 1.54e+03, 1.55e+03]","[0.208, -3.84e-16, 0.868]"
111,2.22,"[-0.0803, -1.39e-16, -1.43]","[0.947, 2.16e-17, -0.323, -4.65e-17]","[1.55e+03, 1.56e+03, 1.55e+03, 1.56e+03]","[-0.00606, -4.28e-16, 0.457]"
112,2.24,"[0.0425, -1.49e-16, -1.4]","[0.946, 2.44e-17, -0.325, -4.58e-17]","[1.55e+03, 1.56e+03, 1.55e+03, 1.56e+03]","[0.0112, -4.44e-16, 0.457]"
113,2.26,"[0.166, -1.57e-16, -1.38]","[0.945, 2.72e-17, -0.327, -4.51e-17]","[1.54e+03, 1.55e+03, 1.54e+03, 1.55e+03]","[0.112, -4.88e-16, 0.442]"
114,2.28,"[0.291, -1.65e-16, -1.35]","[0.945, 3.02e-17, -0.328, -4.44e-17]","[1.55e+03, 1.56e+03, 1.55e+03, 1.56e+03]","[0.0423, -5.16e-16, 0.173]"
115,2.3,"[0.416, -1.72e-16, -1.32]","[0.944, 3.34e-17, -0.33, -4.36e-17]","[1.55e+03, 1.56e+03, 1.55e+03, 1.56e+03]","[-0.0812, -6.02e-16, -0.043]"
116,2.32,"[0.542, -1.77e-16, -1.3]","[0.944, 3.69e-17, -0.331, -4.27e-17]","[1.55e+03, 1.56e+03, 1.55e+03, 1.56e+03]","[-0.0844, -6.55e-16, -0.0579]"
117,2.34,"[0.668, -1.8e-16, -1.27]","[0.943, 4.04e-17, -0.332, -4.17e-17]","[1.55e+03, 1.56e+03, 1.55e+03, 1.56e+03]","[-0.0577, -7.1e-16, -0.0954]"
118,2.36,"[0.794, -1.83e-16, -1.24]","[0.943, 4.43e-17, -0.334, -4.05e-17]","[1.55e+03, 1.57e+03, 1.55e+03, 1.57e+03]","[-0.12, -8.65e-16, -0.25]"
119,2.38,"[0.921, -1.83e-16, -1.22]","[0.942, 4.87e-17, -0.335, -3.92e-17]","[1.55e+03, 1.57e+03, 1.55e+03, 1.57e+03]","[-0.201, -9.72e-16, -0.362]"
120,2.4,"[1.05, -1.82e-16, -1.2]","[0.942, 5.35e-17, -0.336, -3.77e-17]","[1.55e+03, 1.57e+03, 1.55e+03, 1.57e+03]","[-0.22, -1.16e-15, -0.376]"
121,2.42,"[1.18, -1.78e-16, -1.17]","[0.942, 5.86e-17, -0.336, -3.61e-17]","[1.55e+03, 1.57e+03, 1.55e+03, 1.57e+03]","[-0.231, -1.27e-15, -0.408]"
122,2.44,"[1.3, -1.72e-16, -1.15]","[0.941, 6.46e-17, -0.337, -3.43e-17]","[1.55e+03, 1.57e+03, 1.55e+03, 1.57e+03]","[-0.289, -1.51e-15, -0.492]"
123,2.46,"[1.43, -1.63e-16, -1.13]","[0.941, 7.13e-17, -0.338, -3.23e-17]","[1.55e+03, 1.57e+03, 1.55e+03, 1.57e+03]","[-0.351, -1.85e-15, -0.547]"
124,2.48,"[1.56, -1.51e-16, -1.1]","[0.941, 7.92e-17, -0.338, -2.97e-17]","[1.55e+03, 1.57e+03, 1.55e+03, 1.57e+03]","[-0.382, -2.34e-15, -0.553]"
125,2.5,"[1.68, -1.35e-16, -1.08]","[0.941, 8.88e-17, -0.339, -2.65e-17]","[1.55e+03, 1.57e+03, 1.55e+03, 1.57e+03]","[-0.414, -3.03e-15, -0.572]"
126,2.52,"[1.81, -1.15e-16, -1.06]","[0.941, 1.01e-16, -0.339, -2.26e-17]","[1.55e+03, 1.58e+03, 1.55e+03, 1.58e+03]","[-0.47, -3.83e-15, -0.613]"
