n,t,v,q,pwm,fa
78,1.56,"[-0.0211, 0.000137, 0.0026]","[1, 9.26e-05, 0.00217, -0.00125]","[2e+03, 1e+03, 1.5e+03, 1.5e+03]","[-0.09, -3.91e-10, -3.47e-07]"
79,1.58,"[-0.023, 0.000155, 0.0348]","[1, -3.31e-05, 0.00197, -0.00176]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0897, -2.84e-10, -6.62e-05]"
80,1.6,"[-0.025, 0.000122, 0.0157]","[1, -0.000152, 0.00177, -0.00225]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0894, -1.18e-12, -1.34e-05]"
81,1.62,"[-0.0271, 1.99e-05, -0.069]","[1, -0.000251, 0.00161, -0.00267]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0891, 4.49e-10, 0.000262]"
82,1.64,"[-0.0292, -0.00015, -0.183]","[1, -0.000344, 0.00153, -0.00301]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0889, 2.23e-09, 0.00185]"
83,1.66,"[-0.0314, -0.000399, -0.31]","[1, -0.000488, 0.00149, -0.0033]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0886, 5.16e-09, 0.0053]"
84,1.68,"[-0.0335, -0.000773, -0.443]","[1, -0.00072, 0.00145, -0.00354]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0884, 7.79e-09, 0.0108]"
85,1.7,"[-0.0356, -0.00133, -0.578]","[1, -0.00101, 0.0014, -0.00374]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0882, 1.04e-08, 0.0184]"
86,1.72,"[-0.0377, -0.00207, -0.714]","[1, -0.00129, 0.00134, -0.00392]","[1.71e+03, 2e+03, 1e+03, 2e+03]","[-0.0879, 1.56e-08, 0.028]"
87,1.74,"[-0.0397, -0.00298, -0.848]","[1, -0.00151, 0.00118, -0.00406]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0876, 3.07e-08, 0.0396]"
88,1.76,"[-0.0416, -0.00402, -0.985]","[1, -0.00166, 0.000931, -0.00418]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0874, 6.68e-08, 0.0534]"
89,1.78,"[-0.0433, -0.00516, -1.12]","[1, -0.00178, 0.000702, -0.00428]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0871, 1.29e-07, 0.0695]"
90,1.8,"[-0.0449, -0.00638, -1.26]","[1, -0.00189, 0.000538, -0.00437]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0868, 2.18e-07, 0.0877]"
91,1.82,"[-0.0464, -0.00766, -1.4]","[1, -0.00201, 0.000452, -0.00445]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0866, 3.33e-07, 0.108]"
92,1.84,"[-0.0478, -0.00902, -1.54]","[1, -0.00208, 0.000385, -0.00451]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0864, 5.15e-07, 0.13]"
93,1.86,"[-0.0492, -0.0104, -1.68]","[1, -0.00213, 0.000331, -0.00456]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0862, 7.63e-07, 0.155]"
94,1.88,"[-0.0506, -0.0118, -1.81]","[1, -0.00223, 0.000251, -0.00461]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.086, 9.88e-07, 0.181]"
95,1.9,"[-0.0518, -0.0133, -1.95]","[1, -0.00227, 3.43e-05, -0.00465]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0857, 1.35e-06, 0.209]"
96,1.92,"[-0.0529, -0.0148, -2.09]","[1, -0.00228, -0.000213, -0.00468]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0854, 1.85e-06, 0.24]"
97,1.94,"[-0.0539, -0.0164, -2.23]","[1, -0.00228, -0.000416, -0.00471]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0852, 2.48e-06, 0.273]"
98,1.96,"[-0.0547, -0.0179, -2.36]","[1, -0.00227, -0.000546, -0.00474]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.085, 3.21e-06, 0.307]"
99,1.98,"[-0.0554, -0.0194, -2.5]","[1, -0.00231, -0.000634, -0.00476]","[1.85e+03, 2e+03, 1e+03, 2e+03]","[-0.0848, 3.84e-06, 0.344]"
100,2,"[-0.0561, -0.0209, -2.64]","[1, -0.00236, -0.000759, -0.00478]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0846, 4.47e-06, 0.382]"
101,2.02,"[-0.0567, -0.0225, -2.77]","[1, -0.0024, -0.000907, -0.0048]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0844, 5.22e-06, 0.423]"
102,2.04,"[-0.0572, -0.0241, -2.91]","[1, -0.00242, -0.00105, -0.00482]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0842, 6.14e-06, 0.464]"
103,2.06,"[-0.0576, -0.0257, -3.04]","[1, -0.00238, -0.00129, -0.00483]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0839, 7.54e-06, 0.508]"
104,2.08,"[-0.0578, -0.0272, -3.17]","[1, -0.00232, -0.00151, -0.00485]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0836, 9.3e-06, 0.554]"
105,2.1,"[-0.0578, -0.0287, -3.31]","[1, -0.00225, -0.00167, -0.00486]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0834, 1.13e-05, 0.602]"
106,2.12,"[-0.0578, -0.0302, -3.44]","[1, -0.00221, -0.0018, -0.00487]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0832, 1.33e-05, 0.651]"
107,2.14,"[-0.0577, -0.0317, -3.57]","[1, -0.00216, -0.00195, -0.00488]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.083, 1.54e-05, 0.702]"
108,2.16,"[-0.0575, -0.033, -3.7]","[1, -0.00203, -0.00224, -0.00489]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0827, 1.88e-05, 0.754]"
109,2.18,"[-0.057, -0.0343, -3.83]","[1, -0.00186, -0.00254, -0.0049]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0824, 2.32e-05, 0.808]"
110,2.2,"[-0.0564, -0.0355, -3.96]","[1, -0.00167, -0.00279, -0.00491]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0821, 2.83e-05, 0.864]"
111,2.22,"[-0.0556, -0.0365, -4.09]","[1, -0.00148, -0.00296, -0.00492]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0819, 3.39e-05, 0.922]"
112,2.24,"[-0.0547, -0.0375, -4.22]","[1, -0.00134, -0.00311, -0.00492]","[2e+03, 2e+03, 1e+03, 2e+03]","[-0.0818, 3.89e-05, 0.98]"
